RecordNo,endtime,qweek,is_confident,gender,age,region,household_children,employment_status,trust_Vac,worried_COVID,worried_VacSide,believe_VacEffect,freq_facemask,freq_handSanitizer,freq_avoidppl,freq_avoidHospital,freq_avoidCrowd,will_isolate,feel_worried,covid_is_dangerous,will_get_covid,social_outdoors,social_indoors,freq_avoidMixOthers,freq_avoidOvernight,freq_avoidTraveling,had_covid,vac_boost_beyond,covid_impact_future,work_outside,has_disease,vac_mandatory
45145,2022-02-13 02:21:00,47,False,Male,46,Ontario,1 or 2,Not working,2,2,1,3,4,4,5,5,4,Yes,No,3,2,Yes,No,4,5,5,,,3.0,,Yes,Yes
45146,2022-02-13 02:29:00,47,True,Female,62,Ontario,None,Not working,2,3,1,5,5,5,5,1,3,Yes,No,7,4,No,No,5,5,4,,,3.0,,Yes,No
45147,2022-02-13 02:30:00,47,True,Female,65,Ontario,None,Retired,2,3,2,4,5,4,5,4,4,Yes,No,1,1,No,No,4,4,3,,3.0,3.0,,Yes,No
45148,2022-02-13 02:48:00,47,False,Female,22,New Brunswick / Nouveau-Brunswick,None,Unemployed,3,1,4,3,5,5,5,1,5,Yes,Yes,7,7,No,No,5,5,5,,5.0,3.0,,Yes,Yes
45149,2022-02-13 02:54:00,47,False,Female,51,Alberta,None,Full time employment,2,3,2,3,5,5,5,5,5,Not sure,Yes,5,1,Yes,No,5,5,5,,3.0,3.0,Yes,No,Yes
45150,2022-02-13 02:59:00,47,True,Female,31,Ontario,1 or 2,Full time employment,3,1,2,2,5,5,5,5,4,Yes,No,5,4,No,Yes,5,5,3,,4.0,3.0,No,No,Yes
45151,2022-02-13 03:14:00,47,False,Male,63,Manitoba,None,Unemployed,2,2,2,4,5,4,3,3,4,Yes,Yes,2,2,No,No,3,4,4,,5.0,3.0,,Yes,Yes
45152,2022-02-13 03:18:00,47,False,Female,19,Ontario,1 or 2,Part time employment,2,3,2,2,4,4,5,4,4,Yes,Yes,3,1,No,No,3,5,2,,,3.0,Yes,No,Yes
45153,2022-02-13 03:38:00,47,False,Male,50,New Brunswick / Nouveau-Brunswick,1 or 2,Full time employment,2,4,4,4,5,5,5,3,4,Yes,Yes,6,6,No,No,5,5,5,,,5.0,Yes,,Yes
45154,2022-02-13 03:54:00,47,True,Male,26,Manitoba,None,Full time employment,3,5,5,5,5,5,4,1,3,Yes,No,7,1,No,No,2,3,5,,5.0,3.0,Yes,No,Yes
45155,2022-02-13 04:23:00,47,False,Male,31,Alberta,None,Not working,0,1,5,1,3,4,3,2,1,Yes,Yes,1,1,Yes,Yes,1,1,2,,,5.0,,No,No
45156,2022-02-13 04:30:00,47,True,Female,45,British Columbia / Colombie Britanique,1 or 2,Full time employment,1,4,3,4,5,4,4,3,4,No,No,4,5,No,No,5,4,5,,,3.0,No,No,Yes
45157,2022-02-13 04:30:00,47,False,Female,39,Ontario,None,Full time student,2,3,3,3,5,5,5,3,5,No,No,3,3,Yes,No,4,5,5,,,3.0,,No,Yes
45158,2022-02-13 04:39:00,47,True,Male,49,Ontario,None,Full time employment,3,4,2,4,5,5,5,4,5,Yes,No,7,4,No,Yes,4,5,4,,5.0,3.0,Yes,Yes,No
45159,2022-02-13 04:50:00,47,False,Male,85,Ontario,None,Retired,3,4,2,4,5,5,5,4,5,Yes,Yes,6,4,No,No,3,5,5,,2.0,2.0,,Yes,Yes
45160,2022-02-13 05:07:00,47,False,Female,24,Alberta,None,Other,3,1,1,2,5,5,5,5,5,Yes,Yes,5,2,No,No,5,5,5,,,3.0,,Yes,Yes
45161,2022-02-13 05:20:00,47,True,Female,24,Ontario,None,Full time employment,2,2,3,3,5,5,3,3,4,Yes,Yes,5,4,No,Yes,4,5,4,,2.0,3.0,Yes,No,Yes
45162,2022-02-13 05:26:00,47,False,Male,49,Ontario,Prefer not to say,Other,2,4,5,4,5,4,5,3,5,Yes,Prefer not to say,5,4,No,No,4,5,1,,,5.0,,Yes,Yes
45163,2022-02-13 05:49:00,47,True,Female,63,British Columbia / Colombie Britanique,1 or 2,Part time employment,1,3,3,3,5,5,5,5,5,Yes,No,7,5,No,No,4,4,5,,,3.0,Yes,Yes,Yes
45164,2022-02-13 05:54:00,47,False,Female,22,Alberta,1 or 2,Unemployed,0,5,5,1,5,5,5,4,5,Yes,Yes,7,5,No,No,5,5,5,,,3.0,,Yes,No
45165,2022-02-15 16:20:00,47,True,Female,23,Newfoundland & Labrador / Terre-Neuve-et-Labrador,1 or 2,Full time employment,2,3,2,4,5,5,5,3,5,Yes,No,4,4,No,No,4,5,4,,,2.0,Yes,No,Yes
45166,2022-02-13 06:02:00,47,True,Female,21,Ontario,None,Full time student,2,1,5,2,5,5,5,5,5,Yes,Yes,7,3,No,No,5,5,5,,1.0,5.0,,No,Yes
45167,2022-02-13 22:47:00,47,True,Male,42,British Columbia / Colombie Britanique,1 or 2,Full time employment,2,5,5,5,5,5,5,5,5,Yes,Yes,7,1,No,No,5,5,5,,5.0,3.0,Yes,No,Yes
45168,2022-02-13 07:10:00,47,True,Female,41,British Columbia / Colombie Britanique,1 or 2,Full time employment,3,5,5,5,5,5,5,5,5,No,No,7,7,No,Yes,5,5,5,,,4.0,Yes,Yes,Yes
45169,2022-02-13 07:23:00,47,False,Female,58,Alberta,None,Full time employment,2,2,3,3,5,3,3,1,4,Yes,No,3,6,No,No,3,4,5,,3.0,3.0,Yes,Yes,Yes
45170,2022-02-13 07:42:00,47,False,Male,51,Ontario,1 or 2,Other,2,4,2,4,5,5,5,5,5,Yes,No,6,2,No,No,4,5,5,,5.0,3.0,,Yes,Yes
45171,2022-02-13 08:31:00,47,False,Female,29,British Columbia / Colombie Britanique,1 or 2,Full time employment,2,1,4,2,5,5,5,5,5,No,Yes,7,4,No,No,4,5,4,,1.0,3.0,Yes,No,Yes
45172,2022-02-13 08:36:00,47,True,Male,78,Ontario,None,Retired,3,5,3,5,5,5,5,5,5,Yes,No,6,2,No,No,5,5,5,,5.0,3.0,,Yes,Yes
45173,2022-02-13 08:42:00,47,True,Female,39,Alberta,1 or 2,Other,0,1,1,1,2,1,3,2,2,No,No,1,1,No,Yes,2,2,2,,,1.0,,Yes,No
45174,2022-02-13 09:38:00,47,False,Female,29,Ontario,None,Full time employment,2,3,2,4,5,4,4,1,2,Yes,No,5,3,No,No,1,4,3,,4.0,3.0,Yes,Yes,Yes
45175,2022-02-13 10:18:00,47,False,Male,34,Ontario,More than 3,Full time employment,0,5,5,1,3,2,1,1,1,No,Yes,1,1,Yes,No,1,1,1,,,1.0,Yes,Yes,No
45176,2022-02-13 10:30:00,47,False,Female,35,Ontario,More than 3,Unemployed,2,1,3,3,4,4,5,5,3,Yes,Yes,1,4,Yes,Yes,1,3,1,,,3.0,,No,Yes
45177,2022-02-13 10:34:00,47,True,Female,74,New Brunswick / Nouveau-Brunswick,None,Retired,3,3,4,5,5,5,5,4,5,Yes,No,7,4,No,No,5,5,5,,5.0,4.0,,Yes,Yes
45178,2022-02-13 10:41:00,47,True,Female,54,Ontario,None,Retired,1,4,4,4,5,5,5,5,5,Yes,No,5,5,No,No,5,5,5,,,3.0,,No,No
45179,2022-02-16 00:09:00,47,True,Female,37,Alberta,More than 3,Full time employment,3,1,1,5,5,5,5,1,1,Yes,No,7,4,No,No,1,1,5,,,1.0,Yes,No,No
45180,2022-02-13 11:03:00,47,True,Female,68,Ontario,None,Retired,3,5,5,5,5,5,5,4,5,Yes,No,7,3,No,No,5,5,5,,5.0,3.0,,Yes,Yes
45181,2022-02-13 11:57:00,47,False,Male,52,British Columbia / Colombie Britanique,1 or 2,Full time employment,0,1,5,1,5,1,1,5,5,No,No,1,1,No,No,5,5,1,,,3.0,Yes,Yes,No
45183,2022-02-13 12:11:00,47,False,Male,55,Ontario,None,Unemployed,0,1,5,1,4,4,5,5,5,Yes,No,1,1,No,No,5,5,5,,,5.0,,Yes,No
45184,2022-02-13 12:35:00,47,False,Male,68,Ontario,None,Retired,3,2,2,4,5,4,2,5,4,Yes,Yes,3,3,Yes,No,1,4,1,,4.0,2.0,,Yes,Yes
45185,2022-02-13 12:46:00,47,True,Female,35,Ontario,1 or 2,Full time employment,3,2,1,5,5,5,5,1,3,Yes,Yes,3,7,Yes,Yes,1,1,1,,5.0,3.0,Yes,No,Yes
45186,2022-02-13 12:51:00,47,True,Male,34,Ontario,None,Full time employment,3,4,4,5,4,3,3,4,4,Yes,Yes,2,3,Yes,No,4,3,3,,5.0,4.0,No,No,Yes
45187,2022-02-13 13:09:00,47,False,Female,61,Ontario,None,Full time employment,2,3,3,3,5,5,3,1,5,Yes,Prefer not to say,3,5,No,Yes,5,5,2,,2.0,3.0,Yes,Yes,No
45188,2022-02-13 13:11:00,47,False,Female,61,New Brunswick / Nouveau-Brunswick,None,Unemployed,2,2,3,3,5,5,5,5,5,Yes,Yes,2,2,No,No,5,5,5,,,3.0,,Yes,Yes
45189,2022-02-13 13:28:00,47,True,Male,68,Nova Scotia / Nouvelle-Écosse,None,Retired,3,1,1,1,5,3,5,3,4,No,No,3,2,No,Yes,3,5,4,,5.0,2.0,,No,Yes
45191,2022-02-13 13:39:00,47,True,Male,66,Ontario,None,Retired,2,1,1,4,5,5,5,1,1,Not sure,No,4,5,No,Yes,1,1,1,,4.0,2.0,,Yes,Yes
45192,2022-02-13 13:42:00,47,True,Female,73,Ontario,1 or 2,Retired,2,2,2,5,5,4,5,5,5,Yes,No,1,3,Yes,Yes,3,5,4,,5.0,2.0,,Yes,Yes
45193,2022-02-13 13:51:00,47,False,Male,70,Ontario,None,Retired,1,3,5,1,5,2,5,3,4,Yes,No,4,7,No,Yes,3,1,3,,1.0,3.0,,Yes,No
45194,2022-02-13 13:54:00,47,False,Male,83,Ontario,None,Retired,2,2,2,5,5,5,5,5,4,Yes,No,4,4,No,No,3,4,4,,3.0,3.0,,No,Yes
45195,2022-02-13 13:56:00,47,False,Male,60,British Columbia / Colombie Britanique,None,Full time employment,1,2,4,1,5,3,5,3,4,Yes,No,3,4,Yes,Yes,1,1,1,,1.0,3.0,Yes,Yes,Yes
45196,2022-02-13 14:04:00,47,True,Female,46,Ontario,None,Full time employment,2,2,1,4,5,4,5,3,4,Yes,No,2,4,No,No,3,1,2,,5.0,2.0,Yes,No,Yes
45197,2022-02-13 14:18:00,47,False,Female,37,Ontario,1 or 2,Full time employment,0,1,5,1,2,1,1,1,1,No,No,1,3,Yes,No,1,1,1,,,5.0,Yes,No,No
45198,2022-02-13 14:26:00,47,False,Female,33,Ontario,None,Full time employment,0,1,5,1,5,4,4,4,4,Yes,Yes,1,1,No,No,5,4,4,,,1.0,Yes,Yes,No
45199,2022-02-13 14:27:00,47,False,Female,34,Alberta,None,Part time employment,3,4,4,5,5,5,5,5,5,Yes,Yes,7,7,No,No,5,5,5,,5.0,5.0,Yes,Yes,Yes
45200,2022-02-13 14:27:00,47,True,Female,44,Newfoundland & Labrador / Terre-Neuve-et-Labrador,None,Full time employment,2,4,4,5,5,5,5,5,5,Yes,No,5,5,No,No,5,5,5,,5.0,3.0,Yes,No,Yes
45201,2022-02-13 14:30:00,47,True,Female,58,Ontario,None,Part time employment,3,4,3,5,5,4,5,5,5,No,No,5,2,No,No,3,5,4,,4.0,3.0,Yes,Yes,Yes
45203,2022-02-13 14:42:00,47,True,Female,45,New Brunswick / Nouveau-Brunswick,1 or 2,Full time employment,1,3,5,4,5,5,5,5,4,Yes,Yes,4,4,No,No,4,5,5,,,3.0,No,No,Yes
45204,2022-02-13 14:45:00,47,False,Female,51,Manitoba,None,Full time employment,3,4,5,5,5,5,5,1,5,Yes,No,5,6,No,No,3,5,5,,5.0,4.0,No,No,Yes
45205,2022-02-13 14:54:00,47,True,Female,76,Ontario,None,Retired,3,3,1,5,5,5,5,5,5,Yes,No,4,2,No,No,5,1,1,,5.0,3.0,,Yes,Yes
45206,2022-02-13 14:57:00,47,False,Female,79,Ontario,None,Retired,2,2,4,2,5,3,5,1,5,Yes,No,5,1,No,No,5,5,4,,,3.0,,Yes,Yes
45207,2022-02-13 15:08:00,47,False,Female,52,Newfoundland & Labrador / Terre-Neuve-et-Labrador,None,Part time employment,2,3,5,3,5,5,5,4,2,Yes,Yes,4,6,No,No,2,2,5,,2.0,3.0,Yes,No,Yes
45208,2022-02-13 15:11:00,47,True,Female,26,Alberta,1 or 2,Full time employment,0,3,5,1,5,5,5,5,5,No,Yes,7,3,No,No,5,5,5,,,1.0,Yes,No,No
45209,2022-02-13 15:55:00,47,True,Female,69,Ontario,More than 3,Retired,0,5,5,3,5,5,5,5,5,No,No,4,1,Yes,Yes,5,5,5,,,3.0,,Yes,Yes
45210,2022-02-13 15:56:00,47,False,Female,78,Alberta,None,Retired,0,1,5,1,1,4,1,1,2,Yes,No,1,6,Yes,Yes,1,1,1,,,3.0,,Yes,No
45211,2022-02-13 15:59:00,47,True,Female,32,Ontario,1 or 2,Unemployed,3,2,1,5,5,5,5,5,5,No,Yes,4,5,No,No,5,5,5,,,3.0,,Yes,Yes
45212,2022-02-14 09:52:00,47,False,Female,67,Ontario,None,Retired,3,4,2,5,5,5,5,5,4,Yes,Yes,3,1,No,No,4,5,4,,1.0,3.0,,No,Yes
45213,2022-02-15 16:21:00,47,True,Female,61,Ontario,1 or 2,Unemployed,2,2,1,1,5,5,5,5,5,Not sure,No,6,2,No,No,5,5,5,,5.0,3.0,,No,Yes
45214,2022-02-13 16:12:00,47,True,Female,52,Ontario,None,Full time employment,3,2,4,4,5,5,5,5,5,Yes,No,5,3,No,No,4,5,5,,5.0,3.0,Yes,Yes,Yes
45215,2022-02-13 16:13:00,47,False,Female,63,Ontario,None,Retired,2,2,2,4,5,5,5,1,5,Yes,Yes,7,6,No,No,4,2,2,,3.0,4.0,,Yes,Yes
45216,2022-02-13 16:18:00,47,False,Female,79,New Brunswick / Nouveau-Brunswick,None,Retired,2,2,2,3,5,5,5,5,5,Yes,No,3,3,No,No,4,5,5,,4.0,3.0,,Yes,Yes
45217,2022-02-13 16:21:00,47,True,Female,30,Ontario,None,Full time employment,3,3,1,5,5,5,5,1,5,Yes,No,4,1,No,No,4,5,3,,5.0,3.0,Yes,No,Yes
45218,2022-02-13 16:43:00,47,False,Male,55,British Columbia / Colombie Britanique,None,Full time employment,0,1,5,1,5,5,5,1,1,Yes,No,3,1,Yes,Yes,1,5,1,,3.0,3.0,Yes,No,No
45219,2022-02-13 16:55:00,47,True,Male,76,Ontario,None,Retired,3,2,1,4,5,5,5,2,5,Not sure,No,5,2,No,No,2,5,1,,3.0,3.0,,Yes,Yes
45220,2022-02-13 16:58:00,47,True,Female,53,British Columbia / Colombie Britanique,1 or 2,Not working,3,3,4,4,5,4,5,2,5,Yes,No,7,2,No,No,5,5,5,,4.0,3.0,,No,Yes
45221,2022-02-13 19:53:00,47,True,Female,43,British Columbia / Colombie Britanique,None,Unemployed,1,1,5,5,5,5,5,1,3,Yes,Yes,6,1,No,No,2,1,5,,,3.0,,No,Yes
45222,2022-02-13 17:15:00,47,True,Male,59,Ontario,None,Retired,2,3,3,4,5,4,5,1,5,Yes,No,4,3,No,No,4,4,3,,1.0,3.0,,No,Yes
45223,2022-02-13 17:25:00,47,False,Female,39,British Columbia / Colombie Britanique,None,Full time employment,0,1,5,1,1,1,1,1,1,Yes,No,1,6,No,No,1,1,1,,,1.0,No,No,No
45224,2022-02-13 17:31:00,47,True,Female,48,Ontario,None,Not working,3,4,2,4,5,5,5,5,5,Yes,Yes,7,5,No,No,5,5,5,,,3.0,,Yes,Yes
45225,2022-02-13 17:33:00,47,False,Male,29,Ontario,1 or 2,Full time employment,1,1,4,2,4,4,4,1,2,Yes,No,3,4,Yes,Yes,1,5,2,,,3.0,No,No,No
45227,2022-02-13 17:52:00,47,False,Male,39,Alberta,More than 3,Full time employment,3,2,1,5,4,4,5,1,4,Yes,No,2,5,No,No,3,2,2,,,1.0,Yes,Yes,No
45228,2022-02-13 17:57:00,47,False,Female,33,Ontario,More than 3,Part time employment,1,1,4,3,4,2,3,1,2,Yes,No,1,4,No,Yes,2,2,2,,,3.0,Yes,Yes,No
45229,2022-02-13 18:04:00,47,False,Male,43,Alberta,1 or 2,Full time employment,0,1,1,1,5,4,5,5,5,Yes,Yes,5,5,No,No,5,5,5,,,3.0,Yes,Yes,No
45230,2022-02-13 18:22:00,47,True,Female,30,Ontario,None,Full time employment,2,3,3,4,5,5,5,5,5,Yes,Yes,1,4,No,No,4,4,5,,5.0,3.0,Yes,No,Yes
45231,2022-02-13 18:23:00,47,True,Male,59,Alberta,None,Full time employment,3,2,1,5,5,5,5,4,4,Yes,No,3,5,No,Yes,4,1,2,,5.0,2.0,Yes,No,Yes
45232,2022-02-14 01:38:00,47,True,Male,73,Nova Scotia / Nouvelle-Écosse,None,Part time employment,2,5,4,5,5,5,5,1,5,Yes,No,6,7,No,No,3,5,5,,5.0,1.0,No,Yes,No
45233,2022-02-14 01:32:00,47,True,Male,76,Ontario,None,Retired,2,4,1,1,5,4,5,5,5,Yes,No,7,4,No,No,5,5,4,,5.0,3.0,,Yes,Yes
45234,2022-02-13 19:09:00,47,False,Female,68,Ontario,None,Retired,1,3,3,2,5,4,5,5,5,Yes,No,5,7,No,No,4,5,5,,,3.0,,No,No
45235,2022-02-13 19:09:00,47,False,Female,27,Ontario,More than 3,Full time employment,0,2,5,1,5,3,5,1,1,Yes,No,1,1,Yes,Yes,1,3,2,,,1.0,No,Yes,No
45236,2022-02-13 19:15:00,47,False,Male,62,British Columbia / Colombie Britanique,None,Full time employment,2,1,5,1,5,5,5,2,2,Yes,No,7,1,No,Yes,3,2,3,,,3.0,Yes,No,No
45237,2022-02-13 19:22:00,47,True,Female,78,Manitoba,None,Retired,3,3,3,4,5,4,5,5,4,Yes,No,6,4,No,No,4,5,5,,5.0,3.0,,Yes,Yes
45238,2022-02-13 19:27:00,47,True,Male,79,New Brunswick / Nouveau-Brunswick,None,Retired,3,5,1,5,5,5,5,5,5,No,No,7,1,No,No,5,5,5,,5.0,1.0,,Yes,Yes
45239,2022-02-13 19:48:00,47,False,Female,32,British Columbia / Colombie Britanique,None,Unemployed,0,5,5,2,5,4,5,5,5,Yes,Yes,7,4,No,No,5,5,5,,,3.0,,No,No
45240,2022-02-13 20:02:00,47,False,Female,52,Ontario,1 or 2,Not working,2,1,3,2,5,5,5,5,4,No,No,2,4,No,No,1,1,5,,3.0,3.0,,Yes,Yes
45241,2022-02-13 20:03:00,47,False,Female,50,Ontario,None,Part time employment,0,1,5,1,2,1,4,5,3,Not sure,Yes,1,1,No,No,1,1,1,,,1.0,No,No,No
45242,2022-02-13 20:12:00,47,False,Male,45,British Columbia / Colombie Britanique,None,Part time employment,3,3,1,5,5,3,4,5,3,Yes,No,2,2,No,No,1,1,1,,,3.0,Yes,No,Yes
45243,2022-02-13 20:21:00,47,True,Female,72,Ontario,None,Retired,2,3,5,3,5,5,5,5,5,Yes,Yes,5,4,No,No,5,5,5,,3.0,3.0,,Yes,Yes
45244,2022-02-13 20:37:00,47,True,Male,79,Ontario,None,Full time employment,3,4,4,5,5,5,5,5,5,Yes,No,4,3,No,Yes,5,5,5,,5.0,3.0,Yes,Yes,Yes
45245,2022-02-16 15:53:00,47,True,Female,28,Saskatchewan,1 or 2,Full time employment,2,1,5,3,5,5,5,5,3,No,No,6,1,No,Yes,2,1,5,,,2.0,No,No,No
45246,2022-02-13 21:02:00,47,True,Male,71,British Columbia / Colombie Britanique,1 or 2,Retired,3,4,4,5,5,5,5,5,5,Yes,No,7,6,No,Yes,3,4,5,,5.0,3.0,,Yes,Yes
45247,2022-02-13 21:03:00,47,False,Male,30,Ontario,More than 3,Not working,2,2,3,4,5,5,3,3,3,Not sure,Prefer not to say,4,4,No,Yes,3,3,2,,,4.0,,Yes,Yes
45248,2022-02-13 21:07:00,47,True,Female,35,Ontario,None,Unemployed,2,3,1,2,5,3,4,3,4,Yes,No,6,7,No,Yes,4,2,1,,5.0,3.0,,No,No
45249,2022-02-13 21:10:00,47,True,Female,44,British Columbia / Colombie Britanique,None,Unemployed,3,3,1,5,5,4,5,4,5,Yes,No,7,5,No,No,5,5,5,,,3.0,,Yes,Yes
45250,2022-02-13 21:31:00,47,False,Female,36,Ontario,1 or 2,Part time employment,1,3,4,4,5,5,4,4,4,Yes,Yes,5,4,No,No,4,5,4,,,3.0,Yes,No,No
45251,2022-02-13 21:54:00,47,True,Male,52,Ontario,1 or 2,Other,3,3,5,5,5,5,5,5,3,Yes,No,3,1,Yes,No,5,5,5,,5.0,4.0,,Yes,Yes
45252,2022-02-13 22:03:00,47,True,Female,61,Ontario,None,Retired,3,1,1,5,5,5,5,5,5,No,No,7,1,No,No,3,5,5,,5.0,3.0,,Yes,Yes
45253,2022-02-13 22:20:00,47,True,Female,26,British Columbia / Colombie Britanique,None,Full time employment,3,2,4,5,5,4,3,5,3,Yes,No,2,6,No,No,4,5,5,,5.0,3.0,Yes,No,Yes
45254,2022-02-13 22:39:00,47,False,Female,49,Ontario,None,Full time employment,2,3,3,3,5,4,5,5,3,Yes,No,4,5,No,Yes,2,2,3,,1.0,2.0,No,Yes,Yes
45255,2022-02-13 22:40:00,47,True,Male,50,Ontario,1 or 2,Full time employment,2,5,4,3,5,4,5,4,4,Yes,No,5,5,No,No,4,5,4,,,3.0,Yes,Yes,Yes
45256,2022-02-13 23:01:00,47,False,Female,50,Nova Scotia / Nouvelle-Écosse,None,Full time employment,1,5,4,3,5,4,5,2,3,Yes,No,4,1,No,No,2,3,4,,2.0,4.0,Yes,Yes,Yes
45257,2022-02-13 23:08:00,47,False,Female,66,Saskatchewan,1 or 2,Retired,0,1,5,3,5,4,5,5,5,Yes,No,5,5,No,No,4,5,3,,,3.0,,No,No
45258,2022-02-13 23:14:00,47,False,Female,46,Alberta,None,Full time employment,0,1,5,1,1,4,5,1,3,Yes,Yes,4,5,Yes,Yes,1,1,1,,,1.0,Yes,No,No
45259,2022-02-13 23:19:00,47,True,Female,33,British Columbia / Colombie Britanique,None,Not working,2,3,2,2,5,5,5,4,4,Yes,No,6,5,No,Yes,3,4,4,,,3.0,,Yes,Yes
45260,2022-02-13 23:22:00,47,True,Female,40,Nova Scotia / Nouvelle-Écosse,None,Part time employment,3,3,1,5,5,5,5,5,5,Yes,Yes,7,2,No,No,5,5,5,,5.0,3.0,Yes,Yes,No
45261,2022-02-13 23:32:00,47,False,Female,31,British Columbia / Colombie Britanique,More than 3,Not working,0,5,5,5,5,5,5,5,5,Not sure,No,7,5,No,No,5,5,5,,1.0,5.0,,No,No
45262,2022-02-13 23:55:00,47,False,Male,29,Ontario,None,Full time employment,1,3,4,3,5,2,5,5,5,Yes,Yes,3,4,Yes,Yes,4,5,4,,4.0,3.0,Yes,No,Yes
45263,2022-02-14 00:06:00,47,True,Female,67,Ontario,None,Retired,3,5,1,5,5,4,3,1,4,Yes,Yes,7,5,No,No,4,5,4,,5.0,5.0,,Yes,Yes
45264,2022-02-14 00:08:00,47,False,Female,67,Alberta,None,Retired,2,2,5,5,5,5,1,4,1,Yes,No,5,3,No,No,1,5,1,,,1.0,,No,No
45265,2022-02-14 00:48:00,47,True,Male,29,British Columbia / Colombie Britanique,None,Full time employment,0,2,2,5,5,5,5,5,5,Yes,No,7,5,No,No,5,5,5,,,3.0,Yes,No,No
45266,2022-02-14 00:55:00,47,False,Female,52,Saskatchewan,None,Not working,1,3,4,3,5,4,3,2,2,Yes,No,5,4,No,No,2,3,3,,,3.0,,Yes,No
45267,2022-02-14 00:57:00,47,False,Female,49,Ontario,More than 3,Other,2,4,5,3,5,5,5,4,5,Yes,Yes,6,7,No,No,5,5,5,,1.0,5.0,,Yes,Yes
45268,2022-02-14 01:10:00,47,True,Female,72,Ontario,None,Full time employment,2,3,3,4,5,4,1,5,5,Not sure,Yes,6,4,No,Yes,3,5,5,,4.0,3.0,Yes,Yes,Yes
45269,2022-02-14 01:11:00,47,False,Female,25,Ontario,None,Full time employment,0,3,2,4,5,4,5,3,4,Yes,No,2,2,No,No,4,4,4,,,3.0,No,Yes,Yes
45270,2022-02-14 01:45:00,47,True,Male,46,Ontario,Prefer not to say,Unemployed,0,5,5,5,5,5,5,5,5,Yes,Yes,7,7,No,No,5,5,3,,,3.0,,Yes,No
45271,2022-02-14 01:54:00,47,True,Male,35,Ontario,None,Full time employment,2,3,2,4,5,1,5,4,5,Yes,No,5,3,No,No,5,5,3,,,3.0,Yes,No,Yes
45272,2022-02-14 02:16:00,47,True,Female,29,Ontario,Prefer not to say,Other,3,3,4,5,5,5,5,4,5,Yes,No,7,2,No,No,5,5,4,,5.0,2.0,,No,Yes
45273,2022-02-14 02:24:00,47,False,Female,50,Alberta,None,Part time employment,3,3,1,5,5,3,5,4,3,Not sure,No,4,4,No,Yes,2,2,1,,5.0,3.0,Yes,Yes,No
45274,2022-02-14 02:44:00,47,True,Male,25,Ontario,None,Full time employment,3,2,4,1,5,4,5,5,3,Yes,No,3,5,Yes,Yes,3,5,1,,,1.0,No,No,Yes
45275,2022-02-14 02:46:00,47,True,Female,52,British Columbia / Colombie Britanique,None,Not working,3,3,3,5,5,5,5,5,5,No,No,4,5,No,No,5,5,5,,4.0,3.0,,Yes,Yes
45276,2022-02-14 02:56:00,47,True,Female,46,Ontario,1 or 2,Not working,2,5,5,4,5,5,5,1,5,Yes,Yes,6,4,No,No,5,5,5,,5.0,5.0,,Yes,Yes
45277,2022-02-14 03:27:00,47,False,Male,76,Ontario,1 or 2,Retired,2,3,1,3,5,3,5,3,1,Not sure,No,3,3,No,No,1,5,5,,5.0,2.0,,Yes,Yes
45278,2022-02-14 03:38:00,47,True,Female,40,Ontario,1 or 2,Full time employment,3,5,5,5,5,5,5,5,5,Yes,Yes,7,7,No,No,5,1,5,,5.0,3.0,Yes,Yes,Yes
45279,2022-02-14 03:53:00,47,False,Male,19,Ontario,None,Full time student,2,4,4,3,4,1,2,3,2,No,Yes,3,4,Yes,Yes,1,1,1,,5.0,4.0,,No,Yes
45280,2022-02-14 03:58:00,47,True,Female,48,Ontario,None,Full time employment,2,2,2,4,5,5,5,3,5,Yes,Yes,4,3,No,No,1,3,3,,4.0,3.0,No,Yes,Yes
45281,2022-02-14 04:10:00,47,False,Male,22,British Columbia / Colombie Britanique,None,Unemployed,2,3,1,2,3,4,3,3,4,No,Yes,4,4,No,No,4,1,3,,,3.0,,Yes,Yes
45282,2022-02-14 04:34:00,47,False,Male,70,Alberta,None,Unemployed,2,3,5,4,5,4,5,4,4,Yes,No,6,3,No,No,5,4,4,,3.0,3.0,,Yes,Yes
45283,2022-02-14 04:47:00,47,False,Female,52,British Columbia / Colombie Britanique,None,Unemployed,2,5,3,5,5,4,5,4,4,Yes,Yes,4,4,No,No,2,5,5,,5.0,5.0,,Yes,Yes
45284,2022-02-14 04:49:00,47,True,Male,21,Manitoba,More than 3,Part time employment,3,3,4,5,4,4,5,3,4,Yes,No,7,2,Yes,No,2,5,3,,3.0,3.0,Yes,No,Yes
45285,2022-02-14 04:49:00,47,False,Female,42,Alberta,1 or 2,Not working,0,1,5,1,1,5,5,1,1,Yes,Yes,2,6,No,No,2,1,1,,,3.0,,No,No
45286,2022-02-14 04:58:00,47,False,Female,81,Alberta,None,Retired,2,3,1,1,4,3,5,4,4,Yes,No,7,5,No,No,3,5,5,,5.0,3.0,,Yes,Yes
45287,2022-02-14 05:54:00,47,True,Male,79,Ontario,None,Part time employment,2,3,3,5,5,4,5,4,4,Yes,No,5,4,No,Yes,3,4,4,,5.0,2.0,Yes,No,Yes
45288,2022-02-14 05:59:00,47,True,Female,47,Alberta,Prefer not to say,Part time employment,2,5,2,5,5,5,5,3,5,Yes,No,7,1,No,No,5,5,3,,,3.0,Yes,No,Yes
